,_coord_0,_coord_0_vel,_coord_1,_coord_1_vel,_coord_2,_coord_2_vel,_coord_3,_coord_3_vel,_coord_4,_coord_4_vel,_coord_5,_coord_5_vel,sternoclavicular_r2,sternoclavicular_r2_vel,sternoclavicular_r3,sternoclavicular_r3_vel,unrotscap_r3,unrotscap_r3_vel,unrotscap_r2,unrotscap_r2_vel,acromioclavicular_r2,acromioclavicular_r2_vel,acromioclavicular_r3,acromioclavicular_r3_vel,acromioclavicular_r1,acromioclavicular_r1_vel,unrothum_r1,unrothum_r1_vel,unrothum_r3,unrothum_r3_vel,unrothum_r2,unrothum_r2_vel,elv_angle,elv_angle_vel,shoulder_elv,shoulder_elv_vel,shoulder1_r2,shoulder1_r2_vel,shoulder_rot,shoulder_rot_vel,elbow_flexion,elbow_flexion_vel,pro_sup,pro_sup_vel,deviation,deviation_vel,flexion,flexion_vel,proximal_distal_r1,proximal_distal_r1_vel,proximal_distal_r3,proximal_distal_r3_vel,cmc_flexion,cmc_flexion_vel,cmc_abduction,cmc_abduction_vel,mp_flexion,mp_flexion_vel,ip_flexion,ip_flexion_vel,2mcp_flexion,2mcp_flexion_vel,2mcp_abduction,2mcp_abduction_vel,2pm_flexion,2pm_flexion_vel,2md_flexion,2md_flexion_vel,APLpt_tx,APLpt_tx_vel,APLpt_ty,APLpt_ty_vel,APLpt_tz,APLpt_tz_vel,FPLpt_tx,FPLpt_tx_vel,FPLpt_ty,FPLpt_ty_vel,FPLpt_tz,FPLpt_tz_vel,FPLpt2_tx,FPLpt2_tx_vel,FPLpt2_ty,FPLpt2_ty_vel,FPLpt2_tz,FPLpt2_tz_vel
0,1.3807249438348294e-11,-3.4124981332530964e-18,1.5409647518111802,-6.826097354843743e-18,-4.546044975567691e-11,-5.0892542835783536e-20,0.5547330823364354,-6.556832189014495e-22,1.028971117903502,-3.1554436208840472e-30,0.06083142840715476,4.733165431326071e-30,-0.2701060393471079,-1.452027265522591,0.11440416995698174,0.6150102177226306,-0.11440416995702446,-0.6150102177226306,0.27010603934708893,1.452027265522591,-0.05469097858829172,-0.2940059847618108,0.4419932510553346,2.3760529503914194,0.19867292445626666,1.0680194486908383,-0.1986729244561861,-1.0680194486908383,-0.4419932510551912,-2.3760529503914194,0.05469097858835921,0.2940059847618108,0.9103320213628509,-0.3723260778379658,1.1161381568297906,6.000099219271394,-0.9103320213628118,0.3723260778379658,1.6705530286166421,-1.55865290014661,1.3210152890746294,-7.967268183936106,-0.8409388820472256,-7.870958412402313,0.36303074957373466,-10.562481161152911,-1.1845239950485507,7.929782528247495,0.38220860402870466,-8.057635702196276,-0.5922619975243537,3.9648912641237475,0.05876523604703448,9.916030596472617e-22,0.2625277305343123,-0.021505467287597158,-0.48263589786758243,-3.527717465189833e-18,-0.5966233514023174,1.3703806674964212e-18,0.16556750663162956,0.444857185266232,0.13357004707439224,1.1916050488510325e-18,0.4701742473935509,5.864944319420665e-18,0.6090850023364363,7.970653126112605e-19,1.7047092704670635e-05,0.007619116549474231,6.818837077711838e-06,0.0030476466197897,3.4094185397056515e-05,0.015238233098948515,2.1820278655342576e-05,0.009752469183327036,6.546083595490693e-05,0.029257407549981105,3.682172022643782e-05,0.01645729174686438,4.241136461220783e-05,-1.490330517580998e-18,-7.787697844816851e-05,-9.253560313657163e-19,-9.345237412818468e-05,6.043448375489435e-20
