time,sternoclavicular_r2,sternoclavicular_r3,unrotscap_r3,unrotscap_r2,acromioclavicular_r2,acromioclavicular_r3,acromioclavicular_r1,unrothum_r1,unrothum_r3,unrothum_r2,elv_angle,shoulder_elv,shoulder1_r2,shoulder_rot,elbow_flexion,pro_sup,deviation,flexion,proximal_distal_r1,proximal_distal_r3,cmc_flexion,cmc_abduction,mp_flexion,ip_flexion,2mcp_flexion,2mcp_abduction,2pm_flexion,2md_flexion,APLpt_tx,APLpt_ty,APLpt_tz,FPLpt_tx,FPLpt_ty,FPLpt_tz,FPLpt2_tx,FPLpt2_ty,FPLpt2_tz,sternoclavicular_r2_vel,sternoclavicular_r3_vel,unrotscap_r3_vel,unrotscap_r2_vel,acromioclavicular_r2_vel,acromioclavicular_r3_vel,acromioclavicular_r1_vel,unrothum_r1_vel,unrothum_r3_vel,unrothum_r2_vel,elv_angle_vel,shoulder_elv_vel,shoulder1_r2_vel,shoulder_rot_vel,elbow_flexion_vel,pro_sup_vel,deviation_vel,flexion_vel,proximal_distal_r1_vel,proximal_distal_r3_vel,cmc_flexion_vel,cmc_abduction_vel,mp_flexion_vel,ip_flexion_vel,2mcp_flexion_vel,2mcp_abduction_vel,2pm_flexion_vel,2md_flexion_vel,APLpt_tx_vel,APLpt_ty_vel,APLpt_tz_vel,FPLpt_tx_vel,FPLpt_ty_vel,FPLpt_tz_vel,FPLpt2_tx_vel,FPLpt2_ty_vel,FPLpt2_tz_vel
0.0,-0.11584598248610031,0.04906689050906605,-0.04906689050906605,0.11584598248610031,-0.023456454933004883,0.1895668180501851,0.08520898016380542,-0.08520898016380542,-0.1895668180501851,0.023456454933004883,0.2822696487846414,0.47870133407884735,-0.2822696487846414,0.13072140450222622,1.3731075323276922,0.7300201073352993,0.003983818737432177,0.0007088330125734098,0.2671306522063342,0.02030656969654009,0.058765236089182,0.19087466307187453,-0.48263589787945904,-0.5966233513272087,-0.02213548643160386,0.13357004713152726,0.47017424736928537,0.6090850023609812,-7.492698478811656e-07,-2.996730325674264e-07,-1.4987142286875308e-06,-9.592329568960835e-07,-2.8775243377630514e-06,-1.6186183482995413e-06,7.401941357707952e-07,-1.359262421453184e-06,-1.6310101859887008e-06,-0.00023188444441962774,9.822713030252506e-05,-9.822713030252506e-05,0.00023188444441962774,-4.694935687860058e-05,0.00037945203267830685,0.00017055357450501685,-0.00017055357450501685,-0.00037945203267830685,4.694935687860058e-05,0.03152991398934768,0.0009582032126365103,-0.03152991398934768,-0.02132415354818562,0.01634137816006742,0.1744735316449808,0.0004053003588981065,0.0024699375975448137,0.022902978389538475,0.07075856257570123,0.0,0.10748868507136633,0.0,0.0,0.5982543965943156,0.0,0.0,0.0,-2.687807048071277e-06,-1.0821041362364829e-06,-5.3581608036225896e-06,-3.420845333908877e-06,-1.0297442586766496e-05,-5.7944931166211735e-06,0.0,0.0,0.0
0.01,-0.11584830133054451,0.04906787278036907,-0.04906787278036907,0.11584830133054451,-0.02345692442657367,0.1895706125705119,0.08521068569955047,-0.08521068569955047,-0.1895706125705119,0.02345692442657367,0.28258494792453487,0.4787109161109737,-0.28258494792453487,0.13050816296674436,1.373270946109293,0.7317648426517491,0.003987871741021158,0.000733532388548858,0.2673596819902296,0.021014155322297102,0.058765236089182,0.1919495499225882,-0.48263589787945904,-0.5966233513272087,-0.016152942465660704,0.13357004713152726,0.47017424736928537,0.6090850023609812,-7.761479183618784e-07,-3.104940739297912e-07,-1.5522958367237567e-06,-9.934414102351723e-07,-2.9804987636307163e-06,-1.676563279465753e-06,7.401941357707952e-07,-1.359262421453184e-06,-1.6310101859887008e-06,-0.0037365579423034867,0.001582612205831141,-0.001582612205831141,0.0037365579423034867,-0.000756582777447154,0.006114377061924858,0.002748369973115672,-0.002748369973115672,-0.006114377061924858,0.000756582777447154,-0.0637989051037402,0.015440264667282433,0.0637989051037402,-0.11609764377987497,-0.01586624717782037,-0.0021083577364078288,8.372344421818737e-05,-0.0002895501229058521,0.0046465028011200005,-0.008295096149123563,0.0,0.00486842141551036,0.0,0.0,-0.005111301434220297,0.0,0.0,0.0,2.967059728390371e-07,1.221730476396035e-07,5.934119456780742e-07,3.839724354387327e-07,1.1519173063162192e-06,6.457718232379042e-07,0.0,0.0,0.0
0.02,-0.11588566690996754,0.049083698902427385,-0.049083698902427385,0.11588566690996754,-0.02346449025434814,0.18963175634113114,0.08523816939928162,-0.08523816939928162,-0.18963175634113114,0.02346449025434814,0.28194695887349747,0.47886531875764654,-0.28194695887349747,0.1293471865289456,1.3731122836375147,0.731743759074385,0.00398870897546334,0.0007306368873197995,0.2674061470182408,0.020931204360805866,0.058765236089182,0.1919982341367433,-0.48263589787945904,-0.5966233513272087,-0.016204055480002907,0.13357004713152726,0.47017424736928537,0.6090850023609812,-7.73180858633488e-07,-3.092723434533952e-07,-1.546361717266976e-06,-9.89601685880785e-07,-2.968979590567554e-06,-1.670105561233374e-06,7.401941357707952e-07,-1.359262421453184e-06,-1.6310101859887008e-06,0.008856987448511988,-0.003751393240944423,0.003751393240944423,-0.008856987448511988,0.0017933607130093954,-0.014493283921729327,-0.006514633419286986,0.006514633419286986,0.014493283921729327,-0.0017933607130093954,-0.14329462082151023,-0.03659903081554283,0.14329462082151023,0.0762430852171675,0.04078457470793051,-0.26305595504740875,0.0026563387616578005,-0.01397307108488157,0.1494790030397375,-0.40029917028641115,0.0,1.0480075934090338,0.0,0.0,0.983876866307903,0.0,0.0,0.0,1.52018177848706e-05,6.073745796940267e-06,3.0386182277221278e-05,1.9442967867216848e-05,5.834635689417045e-05,3.282964323001335e-05,0.0,0.0,0.0
0.03,-0.11579709703548242,0.04904618497001794,-0.04904618497001794,0.11579709703548242,-0.023446556647218047,0.18948682350191384,0.08517302306508875,-0.08517302306508875,-0.18948682350191384,0.023446556647218047,0.28051401266528236,0.4784993284494911,-0.28051401266528236,0.1301096173811173,1.373520129384594,0.729113199523911,0.004015272363079918,0.0005909061764709838,0.26890093704863816,0.016928212657941755,0.058765236089182,0.20247831007083364,-0.48263589787945904,-0.5966233513272087,-0.006365286816923876,0.13357004713152726,0.47017424736928537,0.6090850023609812,-6.21162680784782e-07,-2.485348854839925e-07,-1.2424998944947632e-06,-7.951720072086165e-07,-2.3855160216258496e-06,-1.3418091289332404e-06,7.401941357707952e-07,-1.359262421453184e-06,-1.6310101859887008e-06,-0.00695719655771504,0.0029467440958969027,-0.0029467440958969027,0.00695719655771504,-0.0014086901458695844,0.011384538364664354,0.005117270460261447,-0.005117270460261447,-0.011384538364664354,0.0014086901458695844,0.008647268685585408,0.028748679466411575,-0.008647268685585408,0.05183023994501934,-0.024029012463056,-0.04783926535765204,-0.0009597041957941539,0.0004376587632301055,-0.053903865629312264,0.012538201000231869,0.0,-0.1036380175025664,0.0,0.0,0.03854547435724713,0.0,0.0,0.0,-4.886921905584034e-07,-1.9198621771937693e-07,-9.599310885968847e-07,-6.108652381980175e-07,-1.8500490071139959e-06,-1.0471975511966014e-06,0.0,0.0,0.0
0.04,-0.11586666900105957,0.04907565241097691,-0.04907565241097691,0.11586666900105957,-0.023460643548676743,0.18960066888556049,0.08522419576969137,-0.08522419576969137,-0.18960066888556049,0.023460643548676743,0.2806004853521382,0.47878681524415523,-0.2806004853521382,0.13062791978056748,1.3732798392599634,0.7286348068703344,0.0040056753211219764,0.0005952827641032848,0.26836189839234503,0.017053594667944073,0.058765236089182,0.20144192989580798,-0.48263589787945904,-0.5966233513272087,-0.005979832073351405,0.13357004713152726,0.47017424736928537,0.6090850023609812,-6.26049602690366e-07,-2.504547476611863e-07,-1.252099205380732e-06,-8.012806595905967e-07,-2.4040165116969896e-06,-1.3522811044452065e-06,7.401941357707952e-07,-1.359262421453184e-06,-1.6310101859887008e-06,0.0003212802087065869,-0.00013608332177783566,0.00013608332177783566,-0.0003212802087065869,6.504842122168064e-05,-0.0005257280772885675,-0.0002363175807193474,0.0002363175807193474,0.0005257280772885675,-6.504842122168064e-05,0.004488428330773342,-0.001327584695526296,-0.004488428330773342,-0.004832886511940693,-0.011664803335942331,-0.05683865421983736,-0.0014239617768245505,0.0007825358234241683,-0.08021383143850813,0.022418056110166604,0.0,-0.14092193296988687,0.0,0.0,0.06255930245580446,0.0,0.0,0.0,-8.377580409572812e-07,-3.316125578789238e-07,-1.6929693744345057e-06,-1.0821041362364776e-06,-3.2463124087094645e-06,-1.8325957145940525e-06,0.0,0.0,0.0
0.05,-0.11586345619897251,0.04907429157775913,-0.04907429157775913,0.11586345619897251,-0.023459993064464526,0.1895954116047876,0.08522183259388418,-0.08522183259388418,-0.1895954116047876,0.023459993064464526,0.28064536963544595,0.47877353939719997,-0.28064536963544595,0.13057959091544807,1.373163191226604,0.7280664203281361,0.003991435703353731,0.0006031081223375265,0.26755976007795995,0.01727777522904574,0.058765236089182,0.2000327105661091,-0.48263589787945904,-0.5966233513272087,-0.00535423904879336,0.13357004713152726,0.47017424736928537,0.6090850023609812,-6.344271830999388e-07,-2.537708732399755e-07,-1.269028899125077e-06,-8.121017009529615e-07,-2.4364796357840842e-06,-1.370607061591147e-06,7.401941357707952e-07,-1.359262421453184e-06,-1.6310101859887008e-06,0.00035541884887690944,-0.00015053464798436833,0.00015053464798436833,-0.00035541884887690944,7.195992505967808e-05,-0.0005815960666427644,-0.0002614154153632309,0.0002614154153632309,0.0005815960666427644,-7.195992505967808e-05,0.08395908112048267,-0.0014686596589708056,-0.08395908112048267,0.01278022580760707,-0.04935405406876203,0.05113598287516119,-0.004469910387405133,-0.00024562018563316357,-0.2521993787814758,-0.007036591585388163,0.0,0.18990070634287426,0.0,0.0,0.16874002033243107,0.0,0.0,0.0,2.6179938779915036e-07,1.0471975511966014e-07,5.235987755983007e-07,3.316125578789132e-07,1.0122909661567147e-06,5.759586531581308e-07,0.0,0.0,0.0
0.06,-0.11585990201048374,0.04907278623127929,-0.04907278623127929,0.11585990201048374,-0.02345927346521393,0.18958959564412117,0.08521921843973054,-0.08521921843973054,-0.18958959564412117,0.02345927346521393,0.2814849604466508,0.47875885280061026,-0.2814849604466508,0.13070739317352414,1.3726696506859164,0.7285777801568877,0.00394673659947968,0.0006006519204811949,0.2650377662901452,0.017207409313191858,0.058765236089182,0.20193171762953785,-0.48263589787945904,-0.5966233513272087,-0.0036668388454690493,0.13357004713152726,0.47017424736928537,0.6090850023609812,-6.318091892219473e-07,-2.527236756887789e-07,-1.263792911369094e-06,-8.087855753741723e-07,-2.426356726122517e-06,-1.3648474750595657e-06,7.401941357707952e-07,-1.359262421453184e-06,-1.6310101859887008e-06,-0.008295410308389872,0.0035135397704826044,-0.0035135397704826044,0.008295410308389872,-0.0016796350589494413,0.013574350617262532,0.00610158379850817,-0.00610158379850817,-0.013574350617262532,0.0016796350589494413,-0.0020569752432364474,0.0342784584953848,0.0020569752432364474,0.0066908942204457755,0.00486517510309703,-0.021030728794346754,-0.0005384864341178262,-0.00010821041362364323,-0.030461283794935845,-0.003100018910807273,0.0,-0.0712475165656451,0.0,0.0,0.012189606388731148,0.0,0.0,0.0,1.0471975511966014e-07,5.235987755983007e-08,2.44346095279207e-07,1.5707963267949022e-07,4.537856055185273e-07,2.6179938779915036e-07,0.0,0.0,0.0
0.07,-0.11594285611356764,0.049107921628984114,-0.049107921628984114,0.11594285611356764,-0.023476069815803424,0.1897253391502938,0.08528023427771562,-0.08528023427771562,-0.1897253391502938,0.023476069815803424,0.2814643906942184,0.4791016373855641,-0.2814643906942184,0.1307743021157286,1.3727183024369474,0.7283674728689442,0.003941351735138501,0.0005995698163449584,0.26473315345219584,0.017176409124083785,0.058765236089182,0.2012192424638814,-0.48263589787945904,-0.5966233513272087,-0.003544942781581738,0.13357004713152726,0.47017424736928537,0.6090850023609812,-6.307619916707507e-07,-2.522000769131806e-07,-1.261349450416302e-06,-8.072147790473774e-07,-2.421818870067332e-06,-1.3622294811815742e-06,7.401941357707952e-07,-1.359262421453184e-06,-1.6310101859887008e-06,0.00890423351136288,-0.0037714121674650714,0.0037714121674650714,-0.00890423351136288,0.0018029251173102417,-0.01457061946088245,-0.0065494003779864585,0.0065494003779864585,0.01457061946088245,-0.0018029251173102417,-0.009226630730785335,-0.03679424589237423,0.009226630730785335,-0.031620671110449416,0.0039177056653683096,-0.01918879556824793,-0.0005522745352085599,-0.00030023153792806297,-0.03128846514062755,-0.008600930193950612,0.0,-0.10028216823000091,0.0,0.0,0.015698800289376015,0.0,0.0,0.0,3.316125578789238e-07,1.221730476396035e-07,6.457718232379042e-07,4.0142572795868663e-07,1.2391837689159996e-06,6.981317007977131e-07,0.0,0.0,0.0
0.08,-0.11585381377845401,0.04907020750730946,-0.04907020750730946,0.11585381377845401,-0.02345804056463032,0.18957963295568497,0.08521474027393576,-0.08521474027393576,-0.18957963295568497,0.02345804056463032,0.28137212438691056,0.47873369492664036,-0.28137212438691056,0.1304580954046241,1.372757479493601,0.7281755849132617,0.003935828989786416,0.0005965675009656778,0.26442026880078956,0.01709039982214428,0.058765236089182,0.2002164207815814,-0.48263589787945904,-0.5966233513272087,-0.0033879547786879777,0.13357004713152726,0.47017424736928537,0.6090850023609812,-6.274458660919615e-07,-2.509783464367846e-07,-1.254891732183923e-06,-8.032005217677906e-07,-2.409427032378172e-06,-1.355248164173597e-06,7.401941357707952e-07,-1.359262421453184e-06,-1.6310101859887008e-06,0.00027406905244026225,-0.00011608184854947079,0.00011608184854947079,-0.00027406905244026225,5.548401692118121e-05,-0.0004484798045961691,-0.00020158552860444212,0.00020158552860444212,0.0004484798045961691,-5.548401692118121e-05,-0.004899453369616724,-0.001132544151627446,0.004899453369616724,0.04141324230448884,0.029360748981810403,-0.034260813216646646,0.005827968531674395,-0.0019655548970109755,0.3289933946303336,-0.056308876978684516,0.0,0.38196607474382804,0.0,0.0,-0.001407904747706282,0.0,0.0,0.0,2.129301687433079e-06,8.552113334772192e-07,4.241150082346236e-06,2.7227136331111638e-06,8.150687606813527e-06,4.57276264022516e-06,0.0,0.0,0.0
0.09,-0.1158510730879296,0.04906904668882397,-0.04906904668882397,0.1158510730879296,-0.02345748572446111,0.189575148157639,0.08521272441864972,-0.08521272441864972,-0.189575148157639,0.02345748572446111,0.2813231298532144,0.4787223694851241,-0.2813231298532144,0.130872227827669,1.3730510869834192,0.7278329767810953,0.00399410867510316,0.000576911951995568,0.2677102027470929,0.016527311052357434,0.058765236089182,0.20403608152901967,-0.48263589787945904,-0.5966233513272087,-0.0034020338261650405,0.13357004713152726,0.47017424736928537,0.6090850023609812,-6.061528492176307e-07,-2.424262331020124e-07,-1.2124802313604606e-06,-7.759733854366789e-07,-2.3279201563100365e-06,-1.3095205377713454e-06,7.401941357707952e-07,-1.359262421453184e-06,-1.6310101859887008e-06,-0.0048485595686251215,0.0020536242110659464,-0.0020536242110659464,0.0048485595686251215,-0.0009817302509547432,0.007934057340056033,0.0035663010737707612,-0.0035663010737707612,-0.007934057340056033,0.0009817302509547432,-0.13141357119123565,0.020035367521931136,0.13141357119123565,-0.07008896700817224,-0.008275600821372464,-0.38330734282070456,-0.0006516361295246138,0.004910745649873849,-0.03668188159514085,0.14068219454383274,0.0,-0.02454447800433468,0.0,0.0,-0.6364778926111545,0.0,0.0,0.0,-5.323254218582703e-06,-2.129301687433079e-06,-1.0611601852125519e-05,-6.789330790257945e-06,-2.0385445663293797e-05,-1.14493598930828e-05,0.0,0.0,0.0
0.1,-0.11589955868361586,0.04908958293093463,-0.04908958293093463,0.11589955868361586,-0.023467303026970657,0.18965448873103957,0.08524838742938742,-0.08524838742938742,-0.18965448873103957,0.023467303026970657,0.28000899414130204,0.4789227231603434,-0.28000899414130204,0.13017133815758727,1.3729683309752054,0.7239999033528882,0.0039875923138079136,0.0006260194084943065,0.2673433839311415,0.01793413299779576,0.058765236089182,0.20379063674897632,-0.48263589787945904,-0.5966233513272087,-0.009766812752276586,0.13357004713152726,0.47017424736928537,0.6090850023609812,-6.593853914034577e-07,-2.637192499763432e-07,-1.3185962498817158e-06,-8.438666933392584e-07,-2.5317746129429745e-06,-1.4240141367021735e-06,7.401941357707952e-07,-1.359262421453184e-06,-1.6310101859887008e-06,-0.0003987553742035299,0.00016889551171586636,-0.00016889551171586636,0.0003987553742035299,-8.073893119700526e-05,0.000652473887566285,0.0002932851275033732,-0.0002932851275033732,-0.000652473887566285,8.073893119700526e-05,0.021445227038396908,0.001647678080346493,-0.021445227038396908,0.07192037589887623,-0.01076266009889526,0.40861374430999353,-0.0016054760190320136,-0.0072389276055716874,-0.09051392692572824,-0.20737986464233366,0.0,-0.15037173895212919,0.0,0.0,0.7289669039316137,0.0,0.0,0.0,7.836528341454536e-06,3.124139361069848e-06,1.5655603390389108e-05,1.0018189906447455e-05,3.0054569719342375e-05,1.6894787159305126e-05,0.0,0.0,0.0
