,time,sternoclavicular_r2,sternoclavicular_r3,unrotscap_r3,unrotscap_r2,acromioclavicular_r2,acromioclavicular_r3,acromioclavicular_r1,unrothum_r1,unrothum_r3,unrothum_r2,elv_angle,shoulder_elv,shoulder1_r2,shoulder_rot,elbow_flexion,pro_sup,deviation,flexion,proximal_distal_r1,proximal_distal_r3,cmc_flexion,cmc_abduction,mp_flexion,ip_flexion,2mcp_flexion,2mcp_abduction,2pm_flexion,2md_flexion,sternoclavicular_r2_vel,sternoclavicular_r3_vel,unrotscap_r3_vel,unrotscap_r2_vel,acromioclavicular_r2_vel,acromioclavicular_r3_vel,acromioclavicular_r1_vel,unrothum_r1_vel,unrothum_r3_vel,unrothum_r2_vel,elv_angle_vel,shoulder_elv_vel,shoulder1_r2_vel,shoulder_rot_vel,elbow_flexion_vel,pro_sup_vel,deviation_vel,flexion_vel,proximal_distal_r1_vel,proximal_distal_r3_vel,cmc_flexion_vel,cmc_abduction_vel,mp_flexion_vel,ip_flexion_vel,2mcp_flexion_vel,2mcp_abduction_vel,2pm_flexion_vel,2md_flexion_vel
59,0.1,-0.11576841097842958,0.04903403486043018,-0.04903403486043018,0.11576841097842958,-0.02344074836600034,0.18943988234808268,0.08515192343069554,-0.08515192343069554,-0.18943988234808268,0.02344074836600034,0.28068446448709183,0.47838079127174926,-0.28068446448709183,0.1292512070336541,1.3733134614572067,0.7225132922844316,0.004015473774075598,0.0006932489676823525,0.26891195286874503,0.0198601218042628,0.058765236089182,0.20594985477605202,-0.48263589787945904,-0.5966233513272087,-0.00917937332329884,0.13357004713152726,0.47017424736928537,0.6090850023609812,0.0021672975052483556,-0.0009179559200864218,0.0009179559200864218,-0.0021672975052483556,0.00043884558712167787,-0.0035464915867616797,-0.0015941313788930822,0.0015941313788930822,0.0035464915867616797,-0.00043884558712167787,0.03358128672568128,-0.008955738177590655,-0.03358128672568128,-0.09470498605854416,-0.1279058084605822,1.2576258951769281,-0.030295599689042798,-0.011801811682230531,-1.7266350478295112,-0.33809704946202757,0.0,-1.5007183030011333,0.0,0.0,0.7232836057416371,0.0,0.0,0.0
60,0.11,-0.11574673800337709,0.04902485530122932,-0.04902485530122932,0.11574673800337709,-0.02343635991012912,0.18940441743221506,0.08513598211690661,-0.08513598211690661,-0.18940441743221506,0.02343635991012912,0.28102027735434865,0.47829123388997336,-0.28102027735434865,0.12830415717306864,1.3720344033726009,0.7350895512362009,0.00371251777718517,0.0005752308508600472,0.2516456023904499,0.016479151309642524,0.058765236089182,0.19094267174604068,-0.48263589787945904,-0.5966233513272087,-0.0019465372658824683,0.13357004713152726,0.47017424736928537,0.6090850023609812,-0.008615451333326973,0.003649099493484992,-0.003649099493484992,0.008615451333326973,-0.001744456587368312,0.01409807156591003,0.006336976354724688,-0.006336976354724688,-0.01409807156591003,0.001744456587368312,-0.03240420177155201,0.0356009642827948,0.03240420177155201,0.04975764400498295,0.0020047724453187143,-0.14656943445688908,0.0028748190774224424,-0.00017599900177111974,0.16592620051236184,-0.005042273662303823,0.0,-0.020842337954879442,0.0,0.0,0.01985821660285133,0.0,0.0,0.0
61,0.12,-0.11583289251671036,0.04906134629616417,-0.04906134629616417,0.11583289251671036,-0.023453804476002805,0.18954539814787416,0.08519935188045386,-0.08519935188045386,-0.18954539814787416,0.023453804476002805,0.2806962353366331,0.4786472435328013,-0.2806962353366331,0.12880173361311847,1.372054451097054,0.733623856891632,0.0037412659679593946,0.000573470860842336,0.25330486439557354,0.016428728573019486,0.058765236089182,0.1907342483664919,-0.48263589787945904,-0.5966233513272087,-0.001747955099853955,0.13357004713152726,0.47017424736928537,0.6090850023609812,-0.0061821656500746225,0.0026184651168888184,-0.0026184651168888184,0.0061821656500746225,-0.0012517675928230138,0.010116294863701802,0.004547211019977071,-0.004547211019977071,-0.010116294863701802,0.0012517675928230138,0.07064646007784448,0.02554607010217258,-0.07064646007784448,0.25922308983698794,0.05287405155747216,-0.39386688150124805,0.02471290227715117,-0.00197408955705322,1.4083603135476241,-0.05655317071408643,0.0,0.9101225682441982,0.0,0.0,-0.2524076663744128,0.0,0.0,0.0
62,0.13,-0.11589471417321111,0.049087530947333056,-0.049087530947333056,0.11589471417321111,-0.023466322151931035,0.18964656109651118,0.08524482399065363,-0.08524482399065363,-0.18964656109651118,0.023466322151931035,0.28140269993741157,0.47890270423382303,-0.28140269993741157,0.13139396451148835,1.3725831916126288,0.7296851880766195,0.003988394990730906,0.0005537299652718038,0.2673884675310498,0.015863196865878622,0.058765236089182,0.19983547404893387,-0.48263589787945904,-0.5966233513272087,-0.004272031763598083,0.13357004713152726,0.47017424736928537,0.6090850023609812,0.00408845122608914,-0.0017316633239512769,0.0017316633239512769,-0.00408845122608914,0.0008278271175134883,-0.006690213542037693,-0.0030072023011862292,0.0030072023011862292,0.006690213542037693,-0.0008278271175134883,0.010616994919515621,-0.016894385733579043,-0.010616994919515621,-0.11443240768725382,0.03874836888277944,-0.4468600168735626,0.001344619109028885,0.008020363871567111,0.07573039474939591,0.22976626047986856,0.0,0.4704164988949294,0.0,0.0,-0.09284820008051957,0.0,0.0,0.0
63,0.14,-0.11585382966095022,0.049070214314093544,-0.049070214314093544,0.11585382966095022,-0.0234580438807559,0.1895796589610908,0.08521475196764176,-0.08521475196764176,-0.1895796589610908,0.0234580438807559,0.2815088698866067,0.47873376037648724,-0.2815088698866067,0.13024964043461582,1.3729706753014566,0.7252165879078839,0.004001841181821195,0.0006339336039874749,0.26814577147854374,0.018160859470677308,0.058765236089182,0.20453963903788316,-0.48263589787945904,-0.5966233513272087,-0.005200513764403279,0.13357004713152726,0.47017424736928537,0.6090850023609812,-0.013893135005138557,0.0058844648395624255,-0.0058844648395624255,0.013893135005138557,-0.0028130693284871694,0.022734292317336258,0.010218902770425808,-0.010218902770425808,-0.022734292317336258,0.0028130693284871694,-0.002876215340819055,0.05740948160499748,0.002876215340819055,0.07594718209578688,-0.0291147797302882,0.013350704126913193,-0.0019523602078659087,-0.0008202523885597786,-0.10994408407624112,-0.023498484730320734,0.0,-0.22224743442215422,0.0,0.0,0.009567266640902235,0.0,0.0,0.0
64,0.15,-0.1159927610110016,0.04912905896248917,-0.04912905896248917,0.1159927610110016,-0.023486174574040772,0.18980700188426416,0.08531694099534602,-0.08531694099534602,-0.18980700188426416,0.023486174574040772,0.28148010773319854,0.4793078551925372,-0.28148010773319854,0.13100911225557368,1.3726795275041537,0.725350094949153,0.003982317579742536,0.0006257310801018771,0.2670463306377813,0.0179258746233741,0.058765236089182,0.20231716469366162,-0.48263589787945904,-0.5966233513272087,-0.0051048410979942565,0.13357004713152726,0.47017424736928537,0.6090850023609812,-0.002310658850009084,0.000978693378055756,-0.000978693378055756,0.002310658850009084,-0.00046787041258176953,0.00378109874481225,0.0016995841723002614,-0.0016995841723002614,-0.00378109874481225,0.00046787041258176953,-0.0008471130057474685,0.009548172738882421,0.0008471130057474685,-0.030686501081614304,0.011273360891284057,-0.0001368163600634631,1.9093902016865255e-05,-0.00016339772457171992,0.0010485414547234395,-0.004681042867019092,0.0,-0.0004887096438505045,0.0,0.0,-0.0017847038799193547,0.0,0.0,0.0
65,0.16,-0.11601586759950169,0.049138845896269726,-0.049138845896269726,0.11601586759950169,-0.02349085327816659,0.1898448128717123,0.08533393683706902,-0.08533393683706902,-0.1898448128717123,0.02349085327816659,0.28147163660314106,0.47940333691992604,-0.28147163660314106,0.13070224724475754,1.3727922611130665,0.7253487267855524,0.003982508518762705,0.0006240971028561599,0.26705681605232856,0.01787906419470391,0.058765236089182,0.20231227759722312,-0.48263589787945904,-0.5966233513272087,-0.00512268813679345,0.13357004713152726,0.47017424736928537,0.6090850023609812,0.015603016620026333,-0.006608706665969799,0.006608706665969799,-0.015603016620026333,0.0031592902922050053,-0.025532299454375518,-0.011476587029414509,0.011476587029414509,0.025532299454375518,-0.0031592902922050053,0.0002351482101203839,-0.06447509801584261,-0.0002351482101203839,-0.09246160965120376,0.04570141155688656,0.07581270447691857,0.00020849703244322018,0.0045210310811960325,0.011763990397339885,0.1295181785301587,0.0,0.09670654709802717,0.0,0.0,0.07212292135856997,0.0,0.0,0.0
66,0.17,-0.11585983743330143,0.04907275882961003,-0.04907275882961003,0.11585983743330143,-0.02345926037524454,0.18958948987716853,0.08521917096677488,-0.08521917096677488,-0.18958948987716853,0.02345926037524454,0.28147398808524227,0.4787585859397676,-0.28147398808524227,0.1297776311482455,1.3732492752286354,0.7261068538303216,0.003984593489087137,0.0006693074136681202,0.26717445595630196,0.019174245980005496,0.058765236089182,0.2032793430682034,-0.48263589787945904,-0.5966233513272087,-0.00440145892320775,0.13357004713152726,0.47017424736928537,0.6090850023609812,-0.002588061481319237,0.0010961889433003247,-0.0010961889433003247,0.002588061481319237,-0.0005240176546187497,0.004235023976670305,0.0019036131618577201,-0.0019036131618577201,-0.004235023976670305,0.0005240176546187497,-0.12039560432937635,0.010694435178426609,0.12039560432937635,0.04290584788079754,0.07300974060480137,-0.4833704547762774,0.002137068402604473,0.0001981297766863975,0.12027564784988232,0.005676020166995796,0.0,0.2999179546213565,0.0,0.0,-0.4086049129439717,0.0,0.0,0.0
67,0.18,-0.11588571804811462,0.04908372071904303,-0.04908372071904303,0.11588571804811462,-0.023464500551790727,0.18963184011693524,0.08523820709839346,-0.08523820709839346,-0.18963184011693524,0.023464500551790727,0.2802700320419485,0.4788655302915519,-0.2802700320419485,0.13020668962705348,1.3739793726346834,0.7212731492825588,0.004005964173113182,0.0006712887114349842,0.2683772124348008,0.019231006181675454,0.058765236089182,0.20627852261441695,-0.48263589787945904,-0.5966233513272087,-0.008487508052647467,0.13357004713152726,0.47017424736928537,0.6090850023609812,0.0015359071950479808,-0.000650536572095739,0.000650536572095739,-0.0015359071950479808,0.00031098276612046005,-0.002513309029458788,-0.0011297167182316992,0.0011297167182316992,0.002513309029458788,-0.00031098276612046005,0.02987619706979472,-0.006346715291954963,-0.02987619706979472,-0.01654881054168056,-0.0043873039539121805,-0.05269700535814881,0.00482550376920644,0.001991734835790897,0.27080364612994123,0.05705886241155929,0.0,-0.2809764023949446,0.0,0.0,-0.09457640765255185,0.0,0.0,0.0
68,0.19,-0.11587035897616414,0.04907721535332207,-0.04907721535332207,0.11587035897616414,-0.023461390724129522,0.18960670702664065,0.08522690993121114,-0.08522690993121114,-0.18960670702664065,0.023461390724129522,0.28056879401264645,0.47880206313863233,-0.28056879401264645,0.13004120152163667,1.3739354995951443,0.7207461792289773,0.004054219210805246,0.0006912060597928932,0.2710852488961002,0.019801594805791047,0.058765236089182,0.2034687585904675,-0.48263589787945904,-0.5966233513272087,-0.009433272129172986,0.13357004713152726,0.47017424736928537,0.6090850023609812,-0.002147592737994364,0.0009096132462617368,-0.0009096132462617368,0.002147592737994364,-0.00043484878313425346,0.003514237902185746,0.0015796276928103925,-0.0015796276928103925,-0.003514237902185746,0.00043484878313425346,-0.06877183683486887,0.008874301114691896,0.06877183683486887,-0.028137517522244804,0.02460163753734701,0.00863964159676378,-0.002909254423564319,0.0016518319639649906,-0.16315014961731378,0.04732175778114564,0.0,-0.06167703851892303,0.0,0.0,0.04560098531172681,0.0,0.0,0.0
69,0.2,-0.11589183490354409,0.04908631148578469,-0.04908631148578469,0.11589183490354409,-0.023465739211960865,0.1896418494056625,0.08524270620813924,-0.08524270620813924,-0.1896418494056625,0.023465739211960865,0.27988107564429776,0.47889080614977925,-0.27988107564429776,0.12975982634641423,1.3741815159705177,0.720832575644945,0.004025126666569603,0.0007077243794325431,0.26945374739992706,0.020274812383602504,0.058765236089182,0.20285198820527828,-0.48263589787945904,-0.5966233513272087,-0.008977262276055718,0.13357004713152726,0.47017424736928537,0.6090850023609812,-0.019970895059359672,0.008458720766498645,-0.008458720766498645,0.019970895059359672,-0.004043700984068116,0.032679771807142544,0.014689319303315407,-0.014689319303315407,-0.032679771807142544,0.004043700984068116,-0.03263828533082713,0.08252417612924501,0.03263828533082713,0.008423255676098806,-0.04948394147168411,1.0152688294731704,-0.008077313965059677,-0.0020077045984466415,-0.4550488050179491,-0.057516575007894935,0.0,-0.33398156308582505,0.0,0.0,0.34644965421000395,0.0,0.0,0.0
70,0.21,-0.11609154385413768,0.04917089869344968,-0.04917089869344968,0.11609154385413768,-0.023506176221801546,0.18996864712373393,0.0853895994011724,-0.0853895994011724,-0.18996864712373393,0.023506176221801546,0.2795546927909895,0.4797160479110717,-0.2795546927909895,0.1298440589031752,1.373686676555801,0.7309852639396767,0.003944353526919006,0.0006876473334480767,0.26490325934974757,0.019699646633523554,0.058765236089182,0.19951217257442003,-0.48263589787945904,-0.5966233513272087,-0.0055127657339556786,0.13357004713152726,0.47017424736928537,0.6090850023609812,-0.0018857933501953417,0.0007987324788814865,-0.0007987324788814865,0.0018857933501953417,-0.0003818256804590664,0.0030858642905751132,0.0013870829697296139,-0.0013870829697296139,-0.0030858642905751132,0.0003818256804590664,-0.023329292512630495,0.007792563497599492,0.023329292512630495,0.019299274909898023,-0.0037601373404916316,0.005063811025274312,-0.0009560739109499769,-0.00021893410137016405,-0.054165071605166704,-0.006272294452646862,0.0,-0.08392553589225416,0.0,0.0,-0.00811035304779991,0.0,0.0,0.0
71,0.22,-0.11611040178763964,0.04917888601823849,-0.04917888601823849,0.11611040178763964,-0.023509994478606137,0.18999950576663968,0.0854034702308697,-0.0854034702308697,-0.18999950576663968,0.023509994478606137,0.2793213998658632,0.4797939735460477,-0.2793213998658632,0.1300370516522742,1.373649075182396,0.7310359020499294,0.003934792787809506,0.000685457992434375,0.2643616086336959,0.019636923688997086,0.058765236089182,0.19867291721549749,-0.48263589787945904,-0.5966233513272087,-0.005593869264433678,0.13357004713152726,0.47017424736928537,0.6090850023609812,-0.001297983911414946,0.0005497787143787791,-0.0005497787143787791,0.001297983911414946,-0.00026281167876535116,0.002123978433213325,0.0009547125541339851,-0.0009547125541339851,-0.002123978433213325,0.00026281167876535116,0.14571422312342763,0.005363536417718473,-0.14571422312342763,0.13287371364345824,-0.14666099442945946,0.2866732443399189,0.0018185632674080215,-0.011719187795441132,0.1028651682564885,-0.33572971977120747,0.0,0.08385556564254049,0.0,0.0,0.13467286884958368,0.0,0.0,0.0
72,0.23,-0.11612338162675379,0.04918438380538228,-0.04918438380538228,0.11612338162675379,-0.02351262259539379,0.19002074555097181,0.08541301735641103,-0.08541301735641103,-0.19002074555097181,0.02351262259539379,0.28077854209709746,0.4798476089102249,-0.28077854209709746,0.13136578878870878,1.3721824652381014,0.7339026344933286,0.0039529784204835865,0.0005682661144799637,0.2653902603162608,0.01627962649128501,0.058765236089182,0.1995114728719229,-0.48263589787945904,-0.5966233513272087,-0.004247140575937841,0.13357004713152726,0.47017424736928537,0.6090850023609812,0.0031487485035217033,-0.0013336758946186356,0.0013336758946186356,-0.0031487485035217033,0.0006375513224608081,-0.005152508657860211,-0.002316017010811633,0.002316017010811633,0.005152508657860211,-0.0006375513224608081,-0.00070603804230851,-0.01301132485386769,0.00070603804230851,-0.0504349364745138,0.0072994207174437165,0.07254665239436742,-0.0024651553953944014,0.0021526192862397287,-0.13945536770602063,0.06166789299364081,0.0,-0.20727394061002824,0.0,0.0,-0.06170876860472265,0.0,0.0,0.0
73,0.24,-0.11609189414171857,0.049171047046436094,-0.049171047046436094,0.11609189414171857,-0.023506247082169182,0.1899692204643932,0.08538985718630292,-0.08538985718630292,-0.1899692204643932,0.023506247082169182,0.2807714817166744,0.4797174956616862,-0.2807714817166744,0.13086143942396364,1.3722554594452758,0.7346281010172723,0.0039283268665296425,0.000589792307342361,0.2639957066392006,0.01689630542122142,0.058765236089182,0.1974387334658226,-0.48263589787945904,-0.5966233513272087,-0.004864228261985067,0.13357004713152726,0.47017424736928537,0.6090850023609812,-0.00030059805706944553,0.00012732176893279212,-0.00012732176893279212,0.00030059805706944553,-6.085963101670755e-05,0.0004918861430919241,0.00022109830964262,-0.00022109830964262,-0.0004918861430919241,6.085963101670755e-05,0.043362059493978755,0.0012421682819396818,-0.043362059493978755,0.16175498577314928,-0.05903632045405338,-0.9295128446213052,0.001762206585861209,-0.006857119378405392,0.09978237574539972,-0.19644204329971776,0.0,1.0190838399653512,0.0,0.0,0.40137075008725803,0.0,0.0,0.0
