,time,sternoclavicular_r2,sternoclavicular_r3,unrotscap_r3,unrotscap_r2,acromioclavicular_r2,acromioclavicular_r3,acromioclavicular_r1,unrothum_r1,unrothum_r3,unrothum_r2,elv_angle,shoulder_elv,shoulder1_r2,shoulder_rot,elbow_flexion,pro_sup,deviation,flexion,proximal_distal_r1,proximal_distal_r3,cmc_flexion,cmc_abduction,mp_flexion,ip_flexion,2mcp_flexion,2mcp_abduction,2pm_flexion,2md_flexion,FPLpt_tx,FPLpt_ty,FPLpt_tz,FPLpt2_tx,FPLpt2_ty,FPLpt2_tz,sternoclavicular_r2_vel,sternoclavicular_r3_vel,unrotscap_r3_vel,unrotscap_r2_vel,acromioclavicular_r2_vel,acromioclavicular_r3_vel,acromioclavicular_r1_vel,unrothum_r1_vel,unrothum_r3_vel,unrothum_r2_vel,elv_angle_vel,shoulder_elv_vel,shoulder1_r2_vel,shoulder_rot_vel,elbow_flexion_vel,pro_sup_vel,deviation_vel,flexion_vel,proximal_distal_r1_vel,proximal_distal_r3_vel,cmc_flexion_vel,cmc_abduction_vel,mp_flexion_vel,ip_flexion_vel,2mcp_flexion_vel,2mcp_abduction_vel,2pm_flexion_vel,2md_flexion_vel,FPLpt_tx_vel,FPLpt_ty_vel,FPLpt_tz_vel,FPLpt2_tx_vel,FPLpt2_ty_vel,FPLpt2_tz_vel
59,0.1,-0.11590588515308849,0.04909226253493521,-0.04909226253493521,0.11590588515308849,-0.02346858409864162,0.18966484097696487,0.08525304065170616,-0.08525304065170616,-0.18966484097696487,0.02346858409864162,0.2800501404529507,0.47894886505094564,-0.2800501404529507,0.1301985480151588,1.3729182375822122,0.7238198379084929,0.003986136534678825,0.0006245969651539312,0.267261236344705,0.017893386541078703,0.058765236089182,0.20382099587865016,-0.48263589787945904,-0.5966233513272087,-0.009633167306397775,0.13357004713152726,0.47017424736928537,0.6090850023609812,-8.419468311620646e-07,-2.525840493486194e-06,-1.4206980111233842e-06,7.401941357707952e-07,-1.359262421453184e-06,-1.6310101859887008e-06,0.011825705239690287,-0.005008815700542624,0.005008815700542624,-0.011825705239690287,0.00239446956068895,-0.019351215908439134,-0.008698232299750308,0.008698232299750308,0.019351215908439134,-0.00239446956068895,0.07296722438422387,-0.04886642652903728,-0.07296722438422387,-0.1655794035899938,-0.1052196348707346,1.1900454026361973,-0.030973590290272458,-0.008528551389870305,-1.7707331301223483,-0.24432529095452254,0.0,-1.6113667496036015,0.0,0.0,0.8226435769014699,0.0,0.0,0.0,1.1780972450961735e-05,3.534291735288515e-05,1.9861846887695478e-05,0.0,0.0,0.0
60,0.11,-0.11578762810069158,0.049042174377929786,-0.049042174377929786,0.11578762810069158,-0.02344463940303473,0.18947132881788048,0.08516605832870866,-0.08516605832870866,-0.18947132881788048,0.02344463940303473,0.2807798126967929,0.47846020078565527,-0.2807798126967929,0.12854275397925885,1.3718660412335049,0.7357202919348549,0.0036764006317761004,0.0005393114512552282,0.24955390504348152,0.015450133631533478,0.058765236089182,0.18770732838261414,-0.48263589787945904,-0.5966233513272087,-0.0014067315373830751,0.13357004713152726,0.47017424736928537,0.6090850023609812,-7.241371066524473e-07,-2.1724113199573423e-06,-1.2220795422464294e-06,7.401941357707952e-07,-1.359262421453184e-06,-1.6310101859887008e-06,-0.021565934009465382,0.009134302813360029,-0.009134302813360029,0.021565934009465382,-0.004366656708857525,0.03528982443703754,0.01586252962650636,-0.01586252962650636,-0.03528982443703754,0.004366656708857525,-0.026840441182041097,0.08911522006317951,0.026840441182041097,0.5068168239751342,-0.012739262930039352,-2.06293254065969,0.04281461952079534,-0.004764207805876396,2.434059474976807,-0.13648441589339863,0.0,0.9804094381362594,0.0,0.0,-0.26475939639736173,0.0,0.0,0.0,6.544984694978727e-06,1.961750079241629e-05,1.1047934165124102e-05,0.0,0.0,0.0
61,0.12,-0.11600328744078624,0.049133517406063386,-0.049133517406063386,0.11600328744078624,-0.023488305970123306,0.18982422706225086,0.08532468362497372,-0.08532468362497372,-0.18982422706225086,0.023488305970123306,0.2805114082849725,0.47935135298628706,-0.2805114082849725,0.1336109222190102,1.3717386486042045,0.715090966528258,0.004104546826984054,0.0004916693731964642,0.2738944997932496,0.014085289472599492,0.058765236089182,0.19751142276397674,-0.48263589787945904,-0.5966233513272087,-0.004054325501356692,0.13357004713152726,0.47017424736928537,0.6090850023609812,-6.5868725970266e-07,-1.9762363120331794e-06,-1.1116002005951884e-06,7.401941357707952e-07,-1.359262421453184e-06,-1.6310101859887008e-06,0.012645573655814535,-0.00535606640852046,0.00535606640852046,-0.012645573655814535,0.00256046782584618,-0.020692833051152992,-0.009301278462897633,0.009301278462897633,0.020692833051152992,-0.00256046782584618,0.10625663969909271,-0.05225433749996289,-0.10625663969909271,-0.24959499847165278,0.0857441864261066,1.390051216282262,-0.011073154172815472,0.007593787949087172,-0.6200608893345838,0.21754602356276498,0.0,0.3091722837273797,0.0,0.0,0.09352835489002168,0.0,0.0,0.0,-1.0419615634406141e-05,-3.1258846903218444e-05,-1.759291886010284e-05,0.0,0.0,0.0
62,0.13,-0.11587683170422809,0.04907995674197818,-0.04907995674197818,0.11587683170422809,-0.023462701291864844,0.18961729873173933,0.08523167084034475,-0.08523167084034475,-0.18961729873173933,0.023462701291864844,0.28157397468196343,0.47882880961128743,-0.28157397468196343,0.13111497223429366,1.3725960904684655,0.7289914786910806,0.003993815285255899,0.0005676072526873359,0.26769389089990375,0.01626074970822714,0.058765236089182,0.20060314560125053,-0.48263589787945904,-0.5966233513272087,-0.0031190419524564756,0.13357004713152726,0.47017424736928537,0.6090850023609812,-7.628834160467214e-07,-2.288824781065364e-06,-1.2875293891962168e-06,7.401941357707952e-07,-1.359262421453184e-06,-1.6310101859887008e-06,-0.0037063811995363682,0.00156985384899902,-0.00156985384899902,0.0037063811995363682,-0.0007504741250653063,0.006065001697386219,0.002726169385029731,-0.002726169385029731,-0.006065001697386219,0.0007504741250653063,-0.012091274538678087,0.015315578345520553,0.012091274538678087,-0.03078601975556039,0.01228423814076951,-0.009159749713860688,-2.8902652412978597e-05,7.953465401336606e-05,-0.001648585651553569,0.0022787716845738826,0.0,0.001936460258381012,0.0,0.0,0.0014908602470535808,0.0,0.0,0.0,-1.3962634015954686e-07,-3.839724354387115e-07,-2.094395102393203e-07,0.0,0.0,0.0
63,0.14,-0.11591389551622346,0.04909565528046817,-0.04909565528046817,0.11591389551622346,-0.023470206033115497,0.1896779487487132,0.08525893253419504,-0.08525893253419504,-0.1896779487487132,0.023470206033115497,0.28145306193657665,0.47898196539474264,-0.28145306193657665,0.13080711203673806,1.3727189328498732,0.728899881193942,0.003993526258731769,0.0005684025992274696,0.2676774050433882,0.01628353742507288,0.058765236089182,0.20062251020383434,-0.48263589787945904,-0.5966233513272087,-0.0031041333499859398,0.13357004713152726,0.47017424736928537,0.6090850023609812,-7.642796794483169e-07,-2.292664505419751e-06,-1.28962378429861e-06,7.401941357707952e-07,-1.359262421453184e-06,-1.6310101859887008e-06,-0.007144941625350509,0.0030262612966180935,-0.0030262612966180935,0.007144941625350509,-0.0014467034169782234,0.011691786126186154,0.005255378363971941,-0.005255378363971941,-0.011691786126186154,0.0014467034169782234,-0.02192412793184939,0.029524530678798344,0.02192412793184939,0.02562836237640642,-0.011346193480976652,-0.2141351615121745,-0.002260637713645628,0.0034737637168293675,-0.1274034677952729,0.09951589887520589,0.0,0.09575268975522411,0.0,0.0,-0.2556576788811365,0.0,0.0,0.0,-4.799655442984402e-06,-1.4398966328953249e-05,-8.098327729253696e-06,0.0,0.0,0.0
64,0.15,-0.11598534493247696,0.04912591789343435,-0.04912591789343435,0.11598534493247696,-0.02348467306728528,0.18979486660997505,0.08531148631783476,-0.08531148631783476,-0.18979486660997505,0.02348467306728528,0.28123382065725816,0.4792772107015306,-0.28123382065725816,0.13106339566050212,1.3726054709150635,0.7267585295788203,0.003970919881595313,0.0006031402363957633,0.2664033703654355,0.01727869641382494,0.058765236089182,0.20158003710138658,-0.48263589787945904,-0.5966233513272087,-0.005660710138797305,0.13357004713152726,0.47017424736928537,0.6090850023609812,-8.122762338781609e-07,-2.4366541687092834e-06,-1.370607061591147e-06,7.401941357707952e-07,-1.359262421453184e-06,-1.6310101859887008e-06,0.006039397717261252,-0.0025580069116008797,0.0025580069116008797,-0.006039397717261252,0.0012228649404099484,-0.009882699996616173,-0.004442212012176205,0.004442212012176205,0.009882699996616173,-0.0012228649404099484,0.009601457640950883,-0.024956148815002965,-0.009601457640950883,-0.06821971937928661,0.048775093449271445,-0.07405473904115167,0.0026819427417845015,0.0008165522905455454,0.1511914328353292,0.02339250833814019,0.0,0.23619509351312795,0.0,0.0,0.27097496764931905,0.0,0.0,0.0,-1.1170107212763749e-06,-3.368485456349047e-06,-1.902408884673826e-06,0.0,0.0,0.0
65,0.16,-0.11592495095530435,0.049100337824318344,-0.049100337824318344,0.11592495095530435,-0.02347244441788118,0.1896960396100089,0.085267064197713,-0.085267064197713,-0.1896960396100089,0.02347244441788118,0.28132983523366767,0.4790276492133806,-0.28132983523366767,0.13038119846670926,1.3730932218495562,0.7260179821884087,0.003997739309013158,0.0006113057593012187,0.2679152846937888,0.01751262149720634,0.058765236089182,0.20394198803651786,-0.48263589787945904,-0.5966233513272087,-0.002950960462304114,0.13357004713152726,0.47017424736928537,0.6090850023609812,-8.234463410909246e-07,-2.470339023272774e-06,-1.3896311504378852e-06,7.401941357707952e-07,-1.359262421453184e-06,-1.6310101859887008e-06,-0.004222317979718504,0.0017883690713482725,-0.0017883690713482725,0.004222317979718504,-0.0008549320807970523,0.006909269816454677,0.0031056737775841947,-0.0031056737775841947,-0.006909269816454677,0.0008549320807970523,-0.04093181068362539,0.01744753293341783,0.04093181068362539,0.047373646419807125,-0.0029304078140945933,-0.04446737650926069,-0.001614115398829337,-0.001701818193742112,-0.09092699399980142,-0.048753713165944346,0.0,-0.20378736617649162,0.0,0.0,-0.025668662028835703,0.0,0.0,0.0,2.3561944901923427e-06,7.051130178057074e-06,3.961897402027142e-06,0.0,0.0,0.0
66,0.17,-0.11596717413510153,0.049118221515031826,-0.049118221515031826,0.11596717413510153,-0.02348099373868915,0.18976513230817343,0.08529812093548884,-0.08529812093548884,-0.18976513230817343,0.02348099373868915,0.2809205171268314,0.47920212454271477,-0.2809205171268314,0.13085493493090733,1.3730639177714152,0.7255733084233161,0.003981598155024865,0.0005942875773637976,0.26700601475379077,0.017025084365546898,0.058765236089182,0.20190411437475295,-0.48263589787945904,-0.5966233513272087,-0.003207647082592471,0.13357004713152726,0.47017424736928537,0.6090850023609812,-7.998843961890012e-07,-2.399827721492203e-06,-1.3500121764176138e-06,7.401941357707952e-07,-1.359262421453184e-06,-1.6310101859887008e-06,0.00800908904459996,-0.0033922568407611375,0.0033922568407611375,-0.00800908904459996,0.0016216726744906762,-0.013105816979563922,-0.005890974917671654,0.005890974917671654,0.013105816979563922,-0.0016216726744906762,-0.10144344050110887,-0.033095282342165966,0.10144344050110887,-0.05357720980651015,0.0966735952817599,-0.08143612042025294,-0.00017517869702271885,0.0011982034380791516,-0.009923680327456053,0.03432608853067322,0.0,0.02529863477412353,0.0,0.0,-0.007097939908595578,0.0,0.0,0.0,-1.6755160819145517e-06,-4.991641660703758e-06,-2.792526803190916e-06,0.0,0.0,0.0
67,0.18,-0.11588708324465553,0.049084298946624215,-0.049084298946624215,0.11588708324465553,-0.023464777011944243,0.1896340741383778,0.08523921118631213,-0.08523921118631213,-0.1896340741383778,0.023464777011944243,0.2799060827218203,0.4788711717192931,-0.2799060827218203,0.13031916283284223,1.3740306537242328,0.7247589472191136,0.0039798463680546375,0.0006062696117445891,0.2669067779505162,0.01736834525085363,0.058765236089182,0.20215710072249418,-0.48263589787945904,-0.5966233513272087,-0.003278626481678427,0.13357004713152726,0.47017424736928537,0.6090850023609812,-8.166395570081467e-07,-2.4497441380992408e-06,-1.377937444449523e-06,7.401941357707952e-07,-1.359262421453184e-06,-1.6310101859887008e-06,-0.0029767288524454316,0.0012607909450561283,-0.0012607909450561283,0.0029767288524454316,-0.0006027320038837908,0.004871021956098787,0.0021894980933342967,-0.0021894980933342967,-0.004871021956098787,0.0006027320038837908,0.03915899249590793,0.01230045224952514,-0.03915899249590793,0.014100846639419906,-0.038228330578871095,-0.5061365295392917,0.006934036038540835,0.00545015710849521,0.3896145613116797,0.1561354444607456,0.0,0.1666002815760681,0.0,0.0,-0.684102796630079,0.0,0.0,0.0,-7.539822368615509e-06,-2.263692039836647e-05,-1.2740903539558609e-05,0.0,0.0,0.0
68,0.19,-0.11591685053317999,0.049096906856074776,-0.049096906856074776,0.11591685053317999,-0.02347080433198308,0.18968278435793878,0.08526110616724547,-0.08526110616724547,-0.18968278435793878,0.02347080433198308,0.2802976726467794,0.47899417624178836,-0.2802976726467794,0.13046017129923643,1.3736483704184441,0.7196975819237207,0.004049186728440046,0.0006607711828295412,0.270802923563633,0.018929699695461086,0.058765236089182,0.20382310353825486,-0.48263589787945904,-0.5966233513272087,-0.010119654447979217,0.13357004713152726,0.47017424736928537,0.6090850023609812,-8.920377806943018e-07,-2.6761133420829055e-06,-1.505346479845109e-06,7.401941357707952e-07,-1.359262421453184e-06,-1.6310101859887008e-06,0.0016820610666087865,-0.0007124259473717531,0.0007124259473717531,-0.0016820610666087865,0.0003405835502342386,-0.002752471496858533,-0.0012372115468603506,0.0012372115468603506,0.002752471496858533,-0.0003405835502342386,-0.026845956422477668,-0.0069505992131402294,0.026845956422477668,-0.03498673055913892,0.02862401059793296,0.02839043318414447,-0.001482727012739292,0.003102514731637639,-0.08306126629996635,0.08888031619915839,0.0,0.021835098686706633,0.0,0.0,0.08650867554508573,0.0,0.0,0.0,-4.328416544945942e-06,-1.3002702927357738e-05,-7.312929565856246e-06,0.0,0.0,0.0
